leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,Fz8zJVphQElhylWoMfRMQmCC71QFyamGlLz6sWkO-DKH9kHgAlYvKYmy3A,Danrenguiiiiiii,361,714,655,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,zf-_o6GgvZpBfsIx14CA8lhSBPVMBrK_F4Y4B0DQpvKaas3n7mt2U3QpNQ,TWG Kimchi,361,296,265,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,WS8POl4NdhzqhHgocO9sqzOYlpQIJAm5OtZo4ZcnAhLCKoA,EDBDE,360,267,242,False,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,_SCxWZLAk3u3nXMc2E5xBmHGlRJoMsAx4DCw0Al5TNKa3g,죠 팡,360,220,188,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,6HwJmnsU_tf-yHKhSiLnVOd9e98mawxWTdPy_vGv3YV-rcw,AFTV 문다오,358,852,826,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,_YkLY5N9ieJEHDcHyxYPk1TfRGt2bckWww-HKJC7N3nPaGC7H4rGniiIsg,c 2 7 c UwU,358,419,383,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,xJku5-Jn-qYndp0R37SwfXeUO6laW75btv-gl7zcatNxQpiEu6bVMx6QLw,EDGzhao888765,358,134,100,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,4UGZPaztl-ibAHLg7fLybOk5Y471UV5AiufE71lLl_bKF3U,TUTTUTTUTTUTTUTT,357,478,442,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,sDKryWg5N-vFwop36HJn77w944f_MgsS6Ar8mH5ehUAnI6oT5_ivtS8-Yg,역시 핑핑,357,329,277,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,aUAqYl2rZCRisY5uwfMWlCrv82J1l2LvrAx2JD_wNq8QjE6vyKy7ADgq7g,wushugexingcheng,357,223,175,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,KdRyGAdXKSf7cWDuHB1dWpbF2-HDuFacFuaVw4a9WaFqKpuJOUef070_EA,wojuedexing,356,376,323,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,xouaumGIMyawE0rCk53yUxP4pjyX1McyYCRIojiOFdVAF-N7,김병준수,356,364,341,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,5N-6-SkK9bIVgaAgULE-0d0dVCyDIPVi9ylSDYa2G6KZ3mGa,딸기바나나소프트,355,2095,2073,False,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,J7RGQ79G29mVkDTT4K0YluzGlk4qkVdej27J-0xYSQPwewbzvrDEVMRGEA,No1sad,355,1071,1028,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,WIXKMRrSejpNqp9WTFproTfviu09_eUziFjfu6dXk0J8X8o,찌니부기,355,771,704,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,Gw3-5gWQlESs9GKnaTVW9Pci_p-8lIJre3rs1z8SKq29iSA,충주갱수,355,490,470,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,Jdjg7shmigKOd54yd9ATnOd0slUEviEok6lWFLv248XKbw,IilIIiIiIliIliIi,355,338,312,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,Gp1JaHY3pUxgzbktMNI2x7qyx3VhePSAXEeVIjt61fovqLV8mDoV_C706A,11111313344,354,593,546,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,t_D4GpSBBs6RRtVrNBC4OMSJVOOw4Ga6a2J59kG3a7fdPPo,종 례,354,197,162,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,j4j4C0Of1j3D28Mi32eGYii1eZJFVs347P0ruBFLmjKpSBA,Chengnianren,353,1140,1113,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,6Uv5SYACGHVwcfzpc1eD2wY_KOHqpRBBrl6kIIiuoo4IjtfN_ABaSNbKeQ,Fix u xxx,353,737,685,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,pYw5kvLdI1kLsi0XY-vhh0Z02o0ynJVZJzc5lJz1ZyLiRS4,love Rem,353,447,408,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,ucMJ-28Z7ZNRWXdbaY_J3PpPf719fHb3yMoCrt3gWw6XmCdIGJ3kOs7bHQ,그래서니티어뭐임,353,137,112,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,npROcWSxNkR_OXNPyHufKhTWb8mIyaS_F-eIYXYOaRBenAo,Star Supernova,352,605,567,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,sygaJShTyp8OUnFyvQT1D0xbsxpsFFE0rtsq5syluCDPbpE,아가 미니,352,447,409,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,EFeVZpGZCcaRR-cC9KdMSrDTz7PBbN1ucfj_7zFfGlv8miV8fTWEfFiPTA,pw q892450640,352,299,227,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,gxazDEZJI0g6QAfQ9ucFTfo9s6GWRQLb4pT_wH3IQ4-gxOs,Son of Spirit,352,133,107,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,JDfojRuvmQ2CQzSg6V1pzymztSe3XoilYYGSbnonjT3UCPNC,래물이,352,95,63,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,NSHKGXNlJOjjoQsl40asrU_vTqHF6fdMsnacQAjw-YeWCzE,입털면 6완두콩,351,690,656,True,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,XXq01nbJfiJjLuSBMjRYN0JtrFPzGZncYKTdKEcOXfHDiw,우우리,351,222,203,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,OVnCjSJLeHl_SAUQnkgNbyK9CVM4UN0nWyxY6DPrCRlvx6Q,헤 진,350,413,352,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,K870RbM7QH0EO8zJs-e_VKiey0AmE5Qa9QMgHJIJ0GGdDw,Smile JG,350,213,193,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,zb5-fRMQbVr9VL3f9aTsyDFpKisKzj3bLoS-39AGGnqcLQYj,huahuahua,350,198,167,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,HBU2QREG2pLlF5Myn3atAxXaCJN-SjyUwSChDS08DkdjmwYGbijygX33Uw,폭시역군,350,99,61,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,CjF0V2AN64dk7FC3zM0_y-8TUEDYgjz7Qn7s0CEVKI5vmvpK-nI83toQYA,haohaohao3,349,709,688,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,t21SKp1L7G3Kv0rYr1YkXI1oidLCjBhYEFM1dWviYx5T4KXa,skftlfgdjgksp,349,367,339,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,jsOa-RDV5dQpjfm23zwgkkHhit0P4mTH9liaRid9Vn2IPCw,Zhui Xiang,349,280,245,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,BKyFRIcNco_zdTYT9f9gtcqQQTFaAjmzcmpD3orE8Rf-vmw,dont stop mebaby,348,1053,1029,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,uE1dB148CNUtHlnEFZ38FdZgmBXGi1gVvfwpfcnM1sXQkRc,새잎전용노예,348,641,598,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,50NQsRkbAaui2FvDCig5EC8DgRtbdv1-yELHY640Ymj_cQA,잠수빈,348,322,264,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,V-M_xxJPuI91371kC-a4UtrsZMWwc9P3Bv-ZUvHUGHihw2M4lqGC_hGiBw,라인전이기면패배,348,320,265,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,C6H4yUzlYATbmxB5pIQ2Rt3VB-pcwCxcDjyithRsonW7iag0,rocky2,348,251,221,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,UgETrDk2ciA70-pAgW6whNRyZgFYNSPxzzyN2HjDciADH5fE,뀨우우우뀨우우뀨,348,166,107,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,M_u0hn7phGZuFIrGlLz2oEIqoZ1FOFQyDiLVcizmv4ybhFaCQotoUTXS3A,ka ka luo te,347,518,451,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,wFqzWK4XeKM4hvKlYWYedMmG37k9x0QGFD29nAXuy2He4kE,쵸비123,347,293,259,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,dtHEWzBPKnRJT7-W0avZ4KhDpFK8xeoVXeDbDGiYHBt76ws,노량 엄순신,347,155,114,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,gRnLg9vGh9gJuEU_Jc0-dMk99GWzMagcJSzCDJ1RAfSNIvq_I8jfnw194g,kukuking,346,482,434,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,fJOW7MyYmdQW0lBLdMQhUJoDk-PqXJshmaahumr-fsAJCWs,무조건 탑 동선,346,256,229,False,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,brMilKD_iDOdKc-8h3Urpfe3syp7--rObwM0Xpm380wVihA,adelaid,346,198,162,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,L5icYLFpWjIhkxfuCgrnvhJ3iRWm-6PmMS-QEvc0FVP46zXEhO-B5xwz6g,yiyezhiqiu,345,826,775,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,vnSkRHqm3RT0ejUGxuMxn5rnhu_i8c5WJNnziabktEsnZMg,전 세 종,345,412,384,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,BBF03wRsHc63qHg2cidFnkrB74afvPsgdo0fMpHmJ7dD8ZA,cute white fox,345,352,328,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,fQT6RrlaNrxmOe_-3JcWdyY9o6tXni3zzOfdKtzI4w80VQ,sanzzz,345,210,137,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,crtyOeCfh_62_kwDM18wm-83cb8ZhHmgACWGAn0FF7YR7zx3g8y-posoGQ,UMBBBBBBBBB,344,713,673,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,33nNd8O-LTQaXIopA2NiAn691F-Vsj8TN6UQ8f_H-pxV9GOlTPDa_HxfUQ,wetfan,344,88,49,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,mFvwpW-UAMwh9zpndvcI36tVAnpvDdjFygFP-ZP1kyKoPNUr71IkBq9l_g,fashion여자,343,532,494,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,tnOhI_sm4gKsUAM5e_k-gPmDjlpTm1ibooR2iS3G-kwHP_PKxMyMbOphdg,lhy4,343,186,137,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,4LvnVs-h62mYriy5FHelxb8UNc6UUXSJrK8lolizN9TDDAZ7,내가지은성,342,967,939,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,JSu99qETjJSqRz3VOshABhnFUmbrA63lWHWbkH-jpZup6K5htTNxHVMXLA,huya  우르곳,342,264,213,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,d0fz1HQnuq3Plr_8pi8X6dHdLEpqTY2ffIpyBWvbx9Abx1-KWyxilvNAjA,weiweiruoruo,342,233,179,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,V10SsEyLOWt72-nm6FvzcAvWuQcumUOQVofFGlhmwgM6BH92b68wpNSUXg,미드님화이팅,342,103,55,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,MjFZ_-I9ULv3w5uEbgX76dCsOZT2czVlkEiLNaDfe_inPQzTWd1t6cNDVQ,MERCK,342,95,52,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,KJvCQY4XUMdcUUXIJSrtVwHxPG3Ra3ZTH7dZDK7g_7GTlSw6OsohwyLZXg,WJDAKFDJWLFJQEK,342,93,56,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,ZVNyTPMtB3sEtDlSXKmOel2csnCE8G7EqDslYYBCz3jBass,타락한 숟가락,341,770,741,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,TywTwoQguSkKo8P0BoEWQEaiPoh1IDrybuZn3QdfxhJFAgI,h2romaker,341,517,424,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,uOekHGx03DvkPAY9nVEvAPGP5csPgsXzeGOKZ6Oy7QDsIGIXWtbELVOxkg,욕을하지말자,341,253,220,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,OnBWvTZ8f5BgZOXYPIt2CRU60sbf2P7CqbKzX7zzu7lihw,나는탑만가,341,187,163,True,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,vIhs3kxms7TWykHULOyvih_eWwWDyHWlJ9WIsBvvh6n-86I,나는팀원들이밉다,341,173,141,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,8ntlokIZY_S16FA7rCojeV0GTV_aT9E3L8EUKWx4ZvlG5xg,다람쥐의 총,340,577,546,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,tj4n_Ry5O8AbzQQeE-c0cqxYcob-jC-oiU_z3mDnypJKJw,Mltsuha1,340,149,109,False,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,XdgBMCu2PtHEYPCXlab3_hwh3yFdRnueeHlyG6SD5kXGi8dU,인정포용부정보복,339,212,148,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,w8RZyMDzBoriJfRcy4bO6hpawF2Vq0m5W4_eaoFUjZJR-ZQTVYdmE7k06Q,예인이 귀여워,339,157,113,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,xRq_ShgG2XDHOIhVpvSedVTMUaodXZTVXJ4peXla5OYXP9AIG8LYWWzJlg,vaksfjhvaafg,339,114,70,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,jg5EpYKcxPkSGfqulDhDu65qwhYV1SmPontS71mGCRh3JDOdhz2t0aU-Pg,eightzz,339,103,66,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,_XYq51o_tiaG-bev1TCbdsiMWzkE9_F9onRBnBgtg2vvTaDhBxiLojkuvQ,Kimiwakireida,338,661,624,True,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,X1_0IpTOGYr_wKMrYECj-WXgxUhUWWrAZMceY0hbxs9__1kj,칼날폭풍1,338,591,555,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,ikQtOqErIb5Ez7U4_jasU8JXrAGMI59qUxs8W1-LpreOT_Q,오지마그냥꺼져,338,429,387,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,T19fGJhi5nAktXtuhrcyTAzMjH00GeQAdAJPV-QVhI2OKg,riteleader,338,395,362,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,nb9SNy1vLu4sWdrOZhP426zxknCsM3z98R_ynKk026fX3A,대야웰백,338,346,320,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,F7teFp5jhAkXzPf8ztpN0xGSoQxMxn8EFSIDp22NYLOfFVQ,이야공,338,162,144,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,1eLUgDrEq_u9VGSoeo249tdibMSlgdUZ-WH_UZgCZxY7xQ,아케이드 소나,338,161,136,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,UeFFZ3C34JMFy8LTew7bTlKcWqINzJWEHteBA7E68oXFEKccfuNZpgDSdQ,douyu TV 9018814,338,81,41,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,t0GG2mPdmRimuPUE6s_Hp-8Zqq01s8HlS_u4m32wD4bfgFE,GSJ,337,313,281,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,oxgGMF8UKajsX2n-sl8zec2TbaB4kVqSIqEoYFJHP1jWu_g,아만최고건슬링어,337,193,161,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,m60NgybH2kcm2DFXjl-G3mv4p6N-_NxSgDL7RYRyVp-WFGjA,오늘하루는어떨까,337,188,154,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,-viKLh7CCwwld0EE0ScuhF9l1y8lwxbEDKFlPuAjmgfPcf8tXwlmDIo1gQ,huya lang D,337,161,120,True,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,i_7BuudoaKq56bStOc-jnYDqkUkFi1ICvHZJ9ja-SA5CciGnNlhVhCigew,Misak1,337,105,59,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,tnY9cB26c_yO9VPrl2A6q9e4KND0-n_DcZrNBwmy2GTzbiU,Kwon TW,336,170,126,False,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,oy_Mfz3pQiLnHgoda2SEFTPKCzLPrE9bfAD5DjFustK5ZNU,쪼망이,335,902,866,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,Od_orppUIKLNkGYOY1tYYGljSQLbUPhO6gBasIm-QvuPoRQ,oxi52,335,520,496,True,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,oUxO-wxeI4fOmoUr152nm-9jEKDu6kPowtPAvhEoyWnvTZ0,해적배찌,335,217,133,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,9_APIxSRjOAygrYM9SmOl-XmOT3AB2j9vu7AldwyBMYQLPw,Futaba Anzu2,335,153,118,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,eOCmr8ZqsxiPSLxdmphqbTLF1Dp61el6JXnOEEZj-mt_rOQd3UHjhWrPCw,예 nightfall,334,1078,1034,True,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,aqVN9BrCHDtS6SYr7LOH86kdQQNG5N6S0W7T77nz4Y0RHw,Twitch 다훈갓,334,455,431,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,SjM9Be5I4EG2SkjoOGVwGx0GMObPrcT9FH9yoKxVb-RbtQ,원딜 그루밍,334,209,185,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,dWxgJIJC445qcDaCKA7C4naRaBYHp0dhY2DraQpFwmM7E4U,megaogaogaoshou1,334,190,151,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,zMIek-Zv-qlpsux6xkEjlDx74bnyC164N0iTw0mz4m40Hm8,AD Trainee,334,131,97,True,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,KUT9G30hLjirx98yuW_X4Wp9eSCfR41vw3HFicr2Ids6RH4,늙은할아버지,333,392,361,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,aB3HFtOhq1ZsC5CfnSgRcQ0mwY89aAQI_v2Z-RwSKtIfcN4,czca,333,308,264,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,up3QuNVYaXyBVngkYRezfQdWiKNuUQhGadu9fLKTjPZlkBM,먼 여행을 떠나,332,669,653,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,ePdGEh8OKZ4cqZUg56jUJFR7oHmEZ29gAH0qYsfcjodcB9s,realion,332,654,620,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,NZJTXR5-eJcg_vIIyrUM7hz0FeltRYiaFiYVTh7Hxfucp89-,nPER,332,595,497,False,False,True,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,UjRUejJ_yZ6kkgT52YX-IVNbIuCpOxhTenq9VwIhEd96EM8,happyhappy1,332,216,188,True,False,False,True
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,G-bsIyxTY-MVVdDb1O-5zhQ6VzfhCqHQRF2rZ2APTWpKm1M9s4LiOnz45A,IreliaChallenger,332,192,158,False,False,False,False
dbb721c8-b8fa-3d0c-9727-bfa4eabefc30,RANKED_SOLO_5x5,MASTER,I,GDMraLoge1gvDyl1d_GYieSlxHAfhuj3SPFGeCZMgL1_tsA,안녕 연준아,332,126,88,False,False,False,False
